current,all_time,app_id,24_peak,title
5,294,13600,10,Prince of Persia: The Sands of Time
5,293,211340,8,Magical Diary
5,286,496890,12,Replica
5,284,380150,10,STASIS
5,282,339460,12,A Pixel Story
5,273,262960,8,Castle In The Darkness
5,273,284460,10,DeadCore
5,272,287340,16,Colin McRae Rally
5,257,461560,8,Mandagon
5,256,449960,13,Book of Demons
5,242,424760,7,Bladestar
5,241,285820,11,Action Henk
5,236,274230,9,RONIN
5,235,427510,17,Way of the Samurai 3
5,234,33120,14,Alien Shooter 2: Reloaded
5,234,424590,25,Farm Expert 2017
5,230,291910,23,Firefighters 2014
5,228,541230,13,Alien Shooter TD
5,223,555280,11,M.A.C.E.
5,214,227220,9,Sang-Froid - Tales of Werewolves
5,212,530700,23,Project Argo (Prototype)
5,211,402750,13,Giant Machines 2017
5,210,431260,6,Cursed
5,209,284830,9,Clockwork Tales: Of Glass and Ink
5,206,392580,29,WARSHIFT
5,205,107310,9,Cthulhu Saves the World
5,204,409450,14,The Fall of the Dungeon Guardians
5,203,263460,6,Girls Like Robots
5,198,398170,15,Evochron Legacy
5,193,236510,19,Takedown: Red Sabre
5,193,301150,18,The Treasures of Montezuma 4
5,190,342620,22,"It came from space, and ate our brains"
5,179,291960,6,Elminage Gothic
5,175,6870,13,Battlestations: Midway
5,173,39520,19,The Guild Gold Edition
5,171,511740,12,Gal*Gun: Double Peace
5,170,294370,9,Crowntakers
5,170,331500,16,Executive Assault
5,164,485000,11,Cthulhu Realms
5,154,2610,7,GUN
5,153,267490,19,Batman: Arkham Origins Blackgate - Deluxe Edition
5,150,203250,8,Star Trek
5,149,206370,6,Tales from Space: Mutant Blobs Attack
5,148,202750,17,Alan Wake's American Nightmare
5,148,568580,27,GunFleet
5,145,380750,6,Anima Gate of Memories
5,144,348360,12,Doodle God
5,139,207320,12,Ys: The Oath in Felghana
5,139,346180,139,David.
5,136,11260,10,Pacific Storm: Allies
5,135,463160,7,Super Dungeon Tactics
5,133,244090,11,Sid Meier's Ace Patrol: Pacific Skies
5,133,467820,10,Zero G Arena
5,132,253750,13,Ikaruga
5,132,460780,7,Avadon 3: The Warborn
5,130,218130,12,Dungeonland
5,127,377360,5,Western Press
5,125,91330,18,Iron Front : Liberation 1944
5,125,312360,8,To End All Wars
5,124,351340,8,Belladonna
5,123,200010,12,Quantum Conundrum
5,122,15740,10,Oddworld: Munch's Oddysee
5,122,94300,9,The Dream Machine
5,120,115110,13,Stacking
5,120,361670,9,STAR WARS: X-Wing Alliance
5,119,13500,13,Prince of Persia: Warrior Within
5,119,217920,14,Alien Rage - Unlimited
5,118,330100,5,BossConstructor
5,118,600420,16,Mob Rule Classic
5,116,265810,7,The Sandbox
5,116,284810,17,Nightmares from the Deep 3: Davy Jones
5,114,254130,12,NASCAR '14
5,114,317710,7,Velocibox
5,114,538070,13,Bad Dream: Coma
5,110,258030,11,Earthlock: Festival of Magic
5,108,289300,14,Faces of War
5,107,10100,10,King's Quest Collection
5,107,227000,16,Primordia
5,106,49300,8,Commander: Conquest of the Americas
5,106,223870,8,Ys II
5,105,222980,9,Dead Pixels
5,105,585550,85,FEMINAZI: The Triggering
5,103,319570,8,Heroes of SoulCraft
5,101,252250,7,Maia
5,101,279480,7,Abalone
5,95,262690,18,Little Racers STREET
5,94,329860,8,Catlateral Damage
5,94,342300,26,Zombie Kill of the Week - Reborn
5,94,469650,7,Disney Movies VR
5,91,2270,12,Wolfenstein 3D
5,91,386560,5,Psycho Starship Rampage
5,90,364930,11,Koi-Koi Japan [Hanafuda playing cards]
5,89,65530,18,SpellForce 2 - Faith in Destiny
5,89,395850,7,Bear Simulator
5,87,22340,16,Call of Cthulhu: Dark Corners of the Earth
5,86,384750,7,Everest VR
5,85,355330,10,Construction Machines Simulator 2016
5,83,210470,17,Sniper Elite V2 Demo
5,83,525040,11,The Disney Afternoon Collection
5,78,260570,19,Gray Matter
5,78,552450,12,Serious Sam VR: The First Encounter
5,77,3020,13,Call of Juarez
5,76,330580,7,Shark Attack Deathmatch 2
5,73,217790,7,Dogfight 1942
5,73,296220,13,Farm Frenzy 4
5,72,447780,7,LostWinds
5,70,21760,10,World in Conflict
5,69,386260,11,Microcosmum: survival of cells
5,69,454250,15,The Eyes of Ara
5,68,33600,16,Broken Sword 2 - the Smoking Mirror: Remastered
5,68,346140,13,Hidden Object Bundle 5 in 1
5,67,201760,7,Cities XL 2012
5,64,408960,9,Zombasite
5,62,398100,10,Highschool Romance
5,62,576560,13,Pain Train
5,61,204860,20,Men of War: Condemned Heroes
5,61,293480,14,FRONTIERS
5,60,6920,10,Deus Ex: Invisible War
5,59,47000,12,4 Elements
5,56,227760,14,March of the Eagles
5,56,278890,21,Angvik
5,55,445420,6,Aselia the Eternal -The Spirit of Eternity Sword-
5,54,400450,6,NeuroVoider
5,54,473770,18,BallisticNG
5,54,585830,9,Ninja Stealth 2
5,53,8400,11,Geometry Wars: Retro Evolved
5,53,44310,21,F1 2010
5,53,58510,7,Cities XL 2011
5,53,242180,7,Sid Meier's Civilization V: Brave New World Demo
5,53,294660,8,Putt-Putt Saves the Zoo
5,52,236910,5,PCMark 8 Demo
5,52,337760,12,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris
5,52,562540,9,Cabals: Card Blitz
5,50,389670,13,Formula Fusion
5,50,446000,11,Stellar Monarch
5,49,366040,8,Iggy's Egg Adventure
5,48,424030,10,War of Rights
5,47,94590,6,Puzzle Agent 2
5,47,200130,6,Puzzler World 2
5,46,245300,8,Disney Epic Mickey 2
5,46,292500,8,Kero Blaster
5,46,377670,7,G-senjou no Maou - The Devil on G-String
5,45,71240,6,SEGA Bass Fishing
5,45,270790,15,Etherlords II
5,44,344810,12,Total Extreme Wrestling
5,44,397900,10,Business Tour
5,43,3390,11,Feeding Frenzy 2: Shipwreck Showdown Deluxe
5,43,369390,12,Scourge of War: Waterloo
5,42,115220,21,American Conquest - Fight Back
5,42,280720,15,Imagine Earth
5,42,539660,10,ChronoClock
5,41,46480,12,Still Life
5,41,433000,8,Lost Lands: The Golden Curse
5,39,293140,8,SONAR (2015)
5,37,12840,17,DiRT 2
5,37,357500,9,Rumble Fighter: Unleashed
5,37,505090,9,The Charming Empire
5,37,600140,13,Belko VR: An Escape Room Experiment
5,36,206020,7,Avernum 4
5,36,587390,9,LOR - League of Runners
5,35,313660,6,Alea Jacta Est
5,35,404540,9,Nex Machina
5,35,588110,14,One Dog Story
5,34,115200,17,Cossacks II: Napoleonic Wars
5,34,514090,14,Beautiful Japanese Scenery - Animated Jigsaws
5,33,202690,9,Hegemony Gold: Wars of Ancient Greece
5,33,365860,5,Spaceman Sparkles 2
5,33,486810,11,House of Snark 6-in-1 Bundle
5,31,427480,13,FritzChess 15
5,31,542290,5,Da Capo 3 R
5,30,2710,11,Act of War: Direct Action
5,30,108210,15,Memoir '44 Online
5,30,281450,8,Disciples Sacred Lands Gold
5,29,330460,14,Celestial Command
5,29,407690,9,R.B.I. Baseball 16
5,27,365900,6,Pixel Dungeon
5,26,22500,5,Spectromancer
5,26,423490,14,Air Missions: HIND
5,25,12520,8,18 Wheels of Steel: American Long Haul
5,25,100410,7,CameraBag 2
5,25,372930,8,New York Mysteries: Secrets of the Mafia
5,25,374380,10,Revolution Under Siege Gold
5,23,63660,9,Myst: Masterpiece Edition
5,23,307920,7,Wildlife Park 2 - Farm World
5,23,511140,15,New York Mysteries: The Lantern of Souls
5,23,589460,11,Covert Syndrome
5,21,38170,14,Cradle of Rome
5,21,210950,6,Rune Classic
5,21,545950,5,Tesla's Best Friend
5,21,595320,8,Polterheist
5,20,62100,9,Chime
5,20,294670,10,Putt-Putt Travels Through Time
5,20,515020,6,The VR Museum of Fine Art
5,20,521760,15,Taikou Risshiden
5,20,618950,17,Agatha Knife
5,19,523600,7,Card Creator
5,19,528260,16,TITAN SLAYER
5,17,306480,9,Wildlife Park 2 - Crazy Zoo
5,17,506900,5,Downward
5,15,10560,5,Worldwide Soccer Manager 2009
5,15,383730,7,RPG Maker 2000
5,14,37960,7,Jewel Quest
5,14,200980,5,Geneforge 2
5,14,599500,6,Invisigun Heroes - Guest Edition
5,13,501630,8,CyberLink PowerDirector 15 Ultra
5,13,544480,9,Draft Day Sports: Pro Basketball 2017
5,12,269550,7,Zoom Player Steam Edition
5,11,328890,5,Fritz for Fun 13
5,9,462770,5,Pyre
5,9,532280,9,Gone with the Demon (Demo)
5,8,382560,6,Hot Lava
5,8,562420,5,Armor Clash II
5,7,563200,5,Slay
4,"3,329",321400,35,Supraball
4,"2,999",298600,9,Lovely Planet
4,"2,365",378180,14,Football Manager 2016 Demo
4,"2,100",98200,14,Frozen Synapse
4,"2,060",533620,117,STARUSHKO LUB
4,"1,753",355920,14,Pixel Puzzles 2: Space
4,"1,739",339160,9,Tales of the Orient: The Rising Sun
4,"1,565",388870,21,Devils Share
4,"1,423",451830,91,One way to exit
4,"1,404",475220,133,Kabitis
4,"1,401",603290,45,GRUZCHIK
4,"1,391",441870,20,OutDrive
4,"1,374",543360,32,Relaxation balls
4,"1,313",327410,10,A Bird Story
4,"1,304",484950,10,EvilMaze
4,"1,260",434890,37,Eight Mini Racers
4,"1,251",44320,9,DiRT 3
4,"1,243",378100,13,Nyctophobia
4,"1,191",314700,16,Forsaken Uprising
4,"1,091",267920,8,Gun Metal
4,"1,091",486340,9,Gnarltoof's Revenge
4,"1,089",318430,10,Squishy the Suicidal Pig
4,"1,054",569610,15,Space Distant
4,998,22230,16,Rock of Ages
4,988,314450,9,Saviors
4,975,355150,11,Gravilon
4,962,628750,22,aMAZE 2
4,939,253510,11,Warmachine Tactics
4,926,523790,40,Brave Dungeon
4,908,567250,126,Cat Goes Platform
4,879,463110,238,Farnham Fables
4,877,604810,94,Yeti Adventure
4,849,320340,9,Cosmonautica
4,830,434010,207,Wishmaster
4,810,581200,256,Nash Racing
4,796,454350,20,Days of War
4,783,217140,10,Rise of the Triad
4,769,329950,20,The Slaughtering Grounds
4,760,246090,13,Spacebase DF-9
4,754,250560,20,Fight The Dragon
4,734,351150,8,DRAGON: A Game About a Dragon
4,732,515040,7,Make America Great Again: The Trump Presidency
4,727,275490,46,Canyon Capers
4,710,396790,4,Dracula's Legacy
4,708,603570,93,Cowboy zombie
4,698,512450,45,BitRay2
4,691,292380,25,Racer 8
4,670,263980,15,Out There Somewhere
4,653,346630,12,Plazma Being
4,631,386140,10,After The End: The Harvest
4,630,22000,17,World of Goo
4,607,501900,51,Star Project
4,598,601280,528,Village Story
4,589,532840,15,CAYNE
4,588,449440,274,The Big Elk
4,585,341780,14,Chronicles of a Dark Lord: Episode II War of The Abyss
4,574,306040,9,The Howler
4,573,286650,10,MXGP - The Official Motocross Videogame Demo
4,533,232750,11,Mars: War Logs
4,526,387930,13,The Tape
4,515,270170,7,Depression Quest
4,482,99300,14,Renegade Ops
4,465,225280,18,Full Mojo Rampage
4,447,300060,8,ADR1FT
4,439,391420,6,Gun Rocket
4,433,485330,62,Star Drifter
4,432,513570,24,Wooden House
4,429,551930,151,Pro Skater 2D
4,427,265000,13,FORCED SHOWDOWN
4,424,428630,15,White Mirror
4,415,346730,28,GOCCO OF WAR
4,408,326740,14,Black Fire
4,400,245760,15,TRANSFORMERS: Rise of the Dark Spark
4,394,208730,16,Game of Thrones
4,366,293320,9,Coma: Mortuary
4,365,338340,5,Nightbanes
4,362,314020,12,Morphopolis
4,357,377860,12,Mushihimesama
4,357,611980,21,Oik 2
4,356,556280,9,Neon Prism
4,354,405820,11,Turok: Dinosaur Hunter
4,352,206690,6,iBomber Defense Pacific
4,348,567290,7,Slash It
4,323,246580,11,The Typing of The Dead: Overkill
4,322,485350,19,Winter Novel
4,321,442710,5,Fantasy Tales Online
4,310,243450,6,Urban Trial Freestyle
4,309,396890,6,Gridworld
4,303,509220,12,Save Jesus
4,285,438010,94,PulseCharge
4,282,209100,12,Resident Evil: Operation Raccoon City
4,282,401690,7,Life in Bunker
4,278,291450,4,Smugglers 5
4,278,346560,14,Hero of the Kingdom II
4,274,256010,17,Jagged Alliance Flashback
4,274,439190,9,Stories: The Path of Destinies
4,266,266230,9,Last Dream
4,259,17710,10,Nuclear Dawn
4,252,395380,45,ANKI
4,248,240970,7,Half Minute Hero: The Second Coming
4,248,414070,82,Shut Up And Dig
4,246,224460,8,Contrast
4,242,205930,15,Hitman: Sniper Challenge
4,241,447270,8,IKEA VR Experience
4,239,220050,9,The Walking Dead: Survival Instinct
4,236,6900,14,Hitman: Codename 47
4,229,224860,6,Arma Tactics
4,228,402620,10,Kindred Spirits on the Roof
4,224,269490,10,Bardbarian
4,223,355050,12,Sky Force Anniversary
4,223,409000,7,Mystery Chronicle: One Way Heroics
4,220,491580,9,Mahjong Destiny
4,218,255390,7,Max: The Curse of Brotherhood
4,217,574850,8,Hardnoid
4,212,248550,7,Megabyte Punch
4,210,527280,15,Nights of Azure
4,209,266450,6,Conquest of Champions
4,207,283160,6,House of the Dying Sun
4,206,223220,18,Giana Sisters: Twisted Dreams
4,206,423120,5,Community College Hero: Trial by Fire
4,203,423620,5,Hero Defense
4,202,384680,7,MechaNika
4,200,375580,4,Three Days
4,197,244070,10,Sid Meier's Ace Patrol
4,197,266170,7,Windforge
4,197,411760,9,Swordbreaker The Game
4,193,252350,10,Double Dragon Neon
4,193,269310,11,Infectonator : Survivors
4,188,418120,9,Cally's Caves 3
4,187,253110,13,The Cat Lady
4,187,521340,8,True or False
4,185,454700,6,Shiny Gauntlet
4,183,226560,13,Escape Dead Island
4,183,343560,9,Bob Was Hungry
4,181,342480,9,Gunscape
4,179,105000,16,A New Beginning - Final Cut
4,179,431590,5,Earn to Die 2
4,178,360950,6,Descent: Underground
4,174,397270,5,A Kiss for the Petals - Remembering How We Met
4,173,15130,12,Beyond Good & Evil
4,172,448370,5,IS Defense
4,169,285500,17,Hard Truck Apocalypse / Ex Machina
4,162,247350,15,Artemis Spaceship Bridge Simulator
4,157,236130,16,Horizon
4,155,552280,38,tayutama 2 -you're the only one-
4,153,470210,5,Rocketbirds 2 Evolution
4,152,567060,8,Putrefaction 2: Void Walker
4,148,395420,5,The Dwarf Run
4,148,416130,5,Written in the Sky
4,146,401810,5,Poi
4,146,603750,6,- Arcane Raise -
4,143,201490,6,Airline Tycoon 2
4,143,340830,12,Razenroth
4,143,422420,8,Godus Wars
4,142,8080,9,Kane & Lynch: Dead Men
4,142,411570,5,Zombie Exodus
4,140,219910,23,Edna & Harvey: Harvey's New Eyes
4,140,370910,16,Kathy Rain
4,139,359350,8,Defunct
4,139,362090,13,Siralim
4,139,489000,10,The Infinite Black
4,137,228960,7,Skulls of the Shogun
4,136,533710,26,Torch Cave 2
4,135,270910,16,Worms World Party Remastered
4,134,3483,6,Peggle Extreme
4,134,355250,13,STAR WARS: TIE Fighter Special Edition
4,132,388800,18,Azure Striker Gunvolt
4,131,307230,11,"I, Zombie"
4,131,495110,11,Enigmatis 3: The Shadow of Karkhala
4,129,242820,4,140
4,126,31270,9,Puzzle Agent
4,125,242780,6,Cognition: An Erica Reed Thriller
4,125,270050,9,Quest of Dungeons
4,123,338140,8,Venetica
4,119,315840,14,Catacomb Kids
4,118,48010,5,LIMBO Demo
4,118,581970,12,Zombie Ballz
4,117,407900,7,Princess Remedy in a World of Hurt
4,116,375130,8,Tin Star
4,115,497400,9,1 Moment Of Time: Silentville
4,114,273500,6,Over 9000 Zombies!
4,113,271970,5,Hero and Daughter+
4,112,330000,7,Kingdoms CCG
4,112,580040,11,Formata
4,111,277470,7,The Book of Legends
4,111,539720,8,Razortron 2000
4,109,289600,8,Marauder
4,108,553030,10,Tiles & Tales
4,107,230860,11,Cannon Brawl
4,103,203210,6,Titan Attacks
4,102,9850,9,Codename: Panzers - Cold War
4,102,24480,10,King Arthur II - The Role-playing Wargame
4,100,406150,9,Refunct
4,99,371190,13,Making History: The Calm and the Storm Gold Edition
4,98,240600,16,MotoGP13
4,98,336130,9,Shardlight
4,96,406130,4,DarkMaus
4,95,296710,22,Monstrum
4,94,469990,7,NEKOPALIVE
4,93,219850,10,Torchlight II Demo
4,92,1700,6,Arx Fatalis
4,92,441380,6,PAC-MAN CHAMPIONSHIP EDITION 2
4,90,444140,6,Sonicomi
4,90,463390,8,One Thousand Lies
4,90,567800,20,12 Labours of Hercules VI: Race for Olympus
4,89,225220,7,NASCAR The Game: 2013
4,88,203730,5,Q.U.B.E.
4,88,415420,8,Nyan Cat: Lost In Space
4,87,29180,9,Osmos
4,87,369290,9,Airport Madness: World Edition
4,86,255300,6,Journey of a Roach
4,85,587810,4,Bang Bang Fruit
4,84,70900,9,Star Ruler
4,84,306490,8,Railroad Pioneer
4,83,491770,10,Deformers
4,82,33530,11,Tropico 2: Pirate Cove
4,82,361690,7,STAR WARS X-Wing vs TIE Fighter: Balance of Power Campaigns
4,82,454680,11,MetaTron
4,80,379980,11,Panzermadels: Tank Dating Simulator
4,78,543980,6,Zombie Exodus: Safe Haven
4,77,428370,9,Windlands
4,77,437900,7,Party Jousting
4,76,252750,5,MouseCraft
4,76,341160,8,Steam Heroes
4,76,349220,13,The Black Watchmen
4,75,221830,11,The Book of Unwritten Tales: The Critter Chronicles
4,75,285130,7,Battleplan: American Civil War
4,75,382970,6,RISK - The game of Global Domination - The Official 2016 Edition
4,75,434000,7,Paws: A Shelter 2 Game
4,74,374830,12,Defend The Highlands
4,73,269030,10,The Yawhg
4,71,271760,16,Dungeon Lords Steam Edition
4,71,285210,13,SteamDB Unknown App 285210
4,71,326630,9,Club Manager 2015
4,70,40350,9,Lost Horizon
4,70,260750,10,Neighbours from Hell
4,69,39110,4,Season of Mystery : The Cherry Blossom Murders
4,69,386480,6,Blood Code
4,68,212030,12,Kung Fu Strike: The Warrior's Rise
4,68,276890,16,FATE: Undiscovered Realms
4,67,58550,9,A Game of Thrones - Genesis
4,66,329460,6,JumpJet Rex
4,66,427240,9,Cosmic Trip
4,66,433670,16,Professional Farmer 2017
4,66,543180,13,Infinite Tanks
4,65,359580,6,Uncanny Valley
4,64,404820,9,Ragdoll Runners
4,62,530120,7,VR The Diner Duo
4,61,303820,7,Rugby 15
4,60,302080,14,Bus Driver
4,59,270950,15,Ski Region Simulator
4,59,319450,5,Chariot
4,58,233050,9,ShootMania Storm Demo
4,57,391490,9,Braveland Pirate
4,57,412670,6,Bullet Heaven 2
4,56,290020,9,LogicBots
4,55,201280,7,Deus Ex: Human Revolution - The Missing Link
4,54,58560,5,Runaway: A Twist of Fate
4,54,320320,9,Darkstone
4,53,286460,15,Black Mirror II
4,53,336240,7,Typoman
4,51,294260,8,Trials Fusion Demo
4,50,514290,6,Factory Engineer
4,50,565660,10,Akihabara - Feel the Rhythm
4,49,453890,5,Black Rose
4,49,512600,17,Gochi-Show!
4,49,558660,5,it's always monday
4,48,41900,13,The Bard's Tale
4,48,246960,4,Giana Sisters: Twisted Dreams - Rise of the Owlverlord
4,48,386490,12,Wanda
4,48,427760,7,A Chair in a Room: Greenwater
4,47,250740,6,Ragnarok Online - Free to Play - European Version
4,46,477270,12,Lightblade VR
4,45,253920,8,Gorky 17
4,45,490840,9,Gnomes & Goblins (preview)
4,44,65720,11,Arma 2: Private Military Company
4,44,368860,5,Garbage Day
4,44,485360,4,Disgraced
4,44,546930,7,Machine Hunt
4,43,311040,14,Rulers of Nations
4,42,107300,5,Breath of Death VII
4,42,204940,6,Crusader Kings Complete
4,42,238530,5,Super Puzzle Platformer Deluxe
4,42,351870,21,Cultures - 8th Wonder of the World
4,42,386080,10,Pharaonic
4,41,426690,10,Narcissu 10th Anniversary Anthology Project
4,41,521950,20,Bullet Sorrow VR
4,40,12240,11,Grand Theft Auto: Vice City
4,40,32900,11,Restaurant Empire II
4,40,397160,9,Aurora Dusk: Steam Age
4,40,469620,5,8-Bit Armies Demo
4,40,539640,4,Racecar.io
4,39,303910,6,Time of Fury
4,38,377460,9,Chicken Invaders 3
4,38,513510,28,Intralism
4,37,346590,5,Music Creator 7
4,37,576260,5,Winds Of Trade
4,36,340270,5,TIMEframe
4,35,17100,16,Children of the Nile
4,34,9070,8,DOOM 3: Resurrection of Evil
4,33,277460,20,Praetorians
4,33,303310,7,The House in Fata Morgana
4,33,365720,7,Skyrim Script Extender (SKSE)
4,32,257670,8,Elder Sign: Omens
4,32,321980,8,Hardland
4,32,376680,15,Splendor
4,32,540780,8,Delicious - Emily's Message in a Bottle
4,32,567210,7,Bunnyrama
4,31,34880,9,Sniper Ghost Warrior 2 Demo
4,31,316750,8,Tetris Ultimate
4,31,320670,8,Season Match 3 - Curse of the Witch Crow
4,31,407780,14,Lethe - Episode One
4,31,583270,9,Cosmic Express
4,30,63000,6,HOARD
4,30,373620,4,Explosionade
4,30,603260,5,The Cat Games
4,30,619020,15,Valkyrie Blade VR
4,28,286540,7,Nearwood - Collector's Edition
4,28,292780,7,Pajama Sam 2: Thunder and Lightning Aren't So Frightening
4,27,2290,10,Final DOOM
4,27,585580,6,The Safeguard Garrison
4,26,362750,10,Marmoset Toolbag 2
4,25,334370,6,From Earth
4,25,512220,5,Trickster VR
4,24,254080,5,World War III: Black Gold
4,24,299110,10,Theatre Of The Absurd
4,23,210230,5,Nancy Drew: Tomb of the Lost Queen
4,23,316260,5,Disney Universe
4,23,396280,6,Anarchy Online
4,23,506730,8,Dinosaur Forest
4,23,577460,5,Hunter's Grimm
4,22,298890,8,Adventure Time: The Secret Of The Nameless Kingdom
4,22,508710,5,Project Lounge
4,22,509170,4,VRNinja
4,21,99100,5,Dungeons & Dragons: Daggerdale
4,21,283920,7,Putt-Putt Joins the Parade
4,21,348840,4,UFHO2
4,21,438740,5,Friday the 13th: The Game
4,21,521690,10,Romance of the Three Kingdoms II
4,20,15970,9,Luxor
4,20,32670,6,Delta Force: Black Hawk Down
4,20,286000,8,Tooth and Tail
4,20,292800,8,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet
4,20,325910,9,Substance B2M 3
4,20,451230,7,Wartune
4,20,615250,7,M.A.X.: Mechanized Assault & Exploration
4,19,6400,10,Joint Task Force
4,19,544550,8,Stationeers
4,18,532800,11,ComPet
4,18,554140,9,Desert Ride Coaster
4,17,15900,10,7 Wonders II
4,17,388980,13,Race Track Builder
4,17,446770,8,Skeet: VR Target Shooting
4,17,581220,9,News Tycoon
4,17,588010,7,Red String of Fate
4,16,10140,5,3D Ultra Minigolf Adventures Deluxe
4,16,31840,4,Nancy Drew: Danger on Deception Island
4,16,32120,7,Chainz 2: Relinked
4,16,49400,5,Magic: The Gathering - Duels of the Planeswalkers
4,16,317060,5,Attractio
4,15,206060,7,Avernum 6
4,15,438320,5,Rush Rover
4,15,472420,8,"Duke Grabowski, Mighty Swashbuckler"
4,15,479330,6,Crazy Stone Deep Learning -The First Edition-
4,15,512260,9,Avalon Legends Solitaire 2
4,14,31850,6,Nancy Drew: Ghost Dogs of Moon Lake
4,14,31910,10,Nancy Drew: The Haunting of Castle Malloy
4,14,220960,8,ACDSee 15
4,14,379610,4,Animated Puzzles
4,14,397680,5,FIREFIGHT RELOADED
4,14,586830,6,Mighty Monster Mayhem
4,14,612110,5,Sweet fantasy
4,13,12590,10,Sprint Cars: Road to Knoxville
4,13,449550,8,Chicken Invaders 2
4,13,585420,5,Trailmakers
4,12,3510,5,Amazing Adventures: The Lost Tomb
4,12,329630,5,Command HQ
4,12,465750,6,Tank Battle: North Africa
4,12,541640,4,Disney Infinity 1.0: Gold Edition
4,12,567030,5,Under Leaves
4,11,12380,4,Jagged Alliance 2 Gold: Unfinished Business
4,11,32660,5,Delta Force: Xtreme
4,11,443940,4,Unknown Battle
4,11,447010,7,Bird of Light
4,11,458510,5,Zombie Pinball
4,10,3520,5,Mystery PI: The Vegas Heist
4,10,342630,4,Witch's Pranks: Frog's Fortune Collector's Edition
4,10,388600,5,articy:draft 3 - Flex License
4,10,585950,7,WayOut 2: Hex
4,9,294690,5,Putt-Putt Joins the Circus
4,9,525420,6,Samplitude Music Studio Steam Edition
4,9,585600,6,GameMaker Studio 2 Web
4,9,606940,6,Cyborg Tower Defense
4,9,618610,5,Endless Horde
4,8,275030,5,Punch! ViaCAD 2D/3D v9 + 3D Printing PowerPack LT
4,8,497150,5,DJ Streamer
4,7,436670,7,The Legend of Heroes: Trails in the Sky the 3rd
3,"4,698",302270,7,Dungeon Defenders Eternity
3,"4,302",349700,4,Aftermath
3,"3,837",278970,9,DiggerOnline
3,"3,184",29800,8,Caster
3,"3,176",264240,5,CONSORTIUM
3,"2,971",385830,18,Burgers
3,"2,516",444220,106,Asteroid Bounty Hunter
3,"2,270",292410,23,Street Racing Syndicate
3,"2,037",289090,8,Ampu-Tea
3,"2,003",298520,9,Orbital Gear
3,"1,998",462030,109,BitRay
3,"1,982",275470,5,Chip
3,"1,915",542972,6,True Sight: Episode 3
3,"1,880",334070,8,Hektor
3,"1,819",296050,9,Battlepaths
3,"1,790",369040,5,Yargis - Space Melee
3,"1,738",70100,5,Hacker Evolution
3,"1,670",271860,32,Super Killer Hornet: Resurrection
3,"1,596",351470,6,Sometimes: Success Requires Sacrifice
3,"1,519",344300,58,Heckabomb
3,"1,488",382240,208,Blood of Old (OLD VERSION)
3,"1,387",315060,22,Bloop Reloaded
3,"1,367",357780,13,Defend Your Life
3,"1,278",447500,8,Shattered Skies
3,"1,242",307070,10,Memories of a Vagabond
3,"1,179",242570,13,Space Hulk
3,"1,172",4780,4,Medieval II: Total War Kingdoms
3,"1,161",253940,9,Septerra Core
3,"1,100",280320,8,Adventurer Manager
3,"1,089",327670,8,Ironcast
3,"1,020",491730,29,Heavenly Battle
3,"1,008",369000,6,Pongo
3,983,545320,104,CountDown
3,968,212580,22,The Amazing Spider-Man
3,959,431990,6,Locked-in syndrome
3,936,235250,7,Super Sanctum TD
3,921,341090,4,On A Roll 3D
3,891,530940,16,BIOHAZARD 7 resident evil Ver.
3,886,315430,12,Polarity
3,871,241410,10,CastleStorm
3,864,281920,13,Splatter - Blood Red Edition
3,831,576540,13,Brother Wings
3,830,514490,3,Ultimate Word Search 2: Letter Boxed
3,789,367600,4,Skyshine's BEDLAM
3,766,373110,17,Temper Tantrum
3,753,464960,270,Hiiro
3,713,569760,77,Last Answer
3,708,586130,120,Survival Driver
3,706,581690,3,Cube Master: Light Adventure
3,674,262150,7,Vanguard Princess
3,670,449710,7,REDCON
3,667,514970,667,Drive Megapolis
3,646,576470,3,ANIMALITY
3,633,321280,5,Pro Evolution Soccer 2015 Demo
3,630,555920,88,Dark Egypt
3,630,581680,175,To the home
3,627,286080,11,Thinking with Time Machine
3,594,581010,11,Jump Like A Pirate
3,586,440760,7,Cube Destroyer
3,585,324260,9,VoidExpanse
3,581,348960,156,Odysseus: Long Way Home
3,569,448660,148,Shake Your Money Simulator 2016
3,548,539750,6,Kombine
3,548,545360,49,Sleight
3,545,585690,10,Minimalism
3,541,262390,5,Cloudbuilt
3,535,538660,5,Staircase of Darkness: VR
3,534,543780,19,Other Tanks
3,516,477180,172,Shard Games
3,513,389700,120,My Bones
3,511,407740,9,Operation: Global Shield
3,511,441020,3,Heavenstrike Rivals
3,498,291170,5,Royal Defense
3,494,96100,10,Defy Gravity
3,478,400740,26,VERGE:Lost chapter
3,476,250700,6,Super Time Force Ultra
3,472,586480,109,Detective Noir
3,433,604780,6,aMAZE
3,425,340810,11,Deepworld
3,416,344230,13,Pixel Puzzles 2: Birds
3,403,258050,7,Survivor Squad
3,390,403940,6,Dungelot : Shattered Lands
3,389,420740,8,The Deed
3,382,270570,3,Reversion - The Escape
3,380,463350,7,Storm of Spears
3,380,480430,7,Hide and Shriek
3,376,280040,4,A Wizard's Lizard
3,376,312790,5,Agarest: Generations of War 2
3,373,246070,6,Hack 'n' Slash
3,366,373440,20,Stargazer
3,365,353130,21,Time of Dragons
